Author tag,Author username,Author avatar,Is bot,Date,Content,Mentions,Attachments,Channel,Symptom1(Edginess_or_restlessness),Symptom2(Tiring_easily_more_fatigued_than_usual),Symptom3(Impaired_concentration_or_feeling_as_though_the_mind_goes_blank),Symptom4(irritability),Symptom5(Increased_muscleaches_or_soreness),Symptom6(Difficulty_sleeping),Symptom7(No_symptoms),AnxietyIntensity
#8811,─ Maeメイ,https://cdn.discordapp.com/avatars/899142788065685534/22f9bcc735582893dcdde7389ed550fe.png,No,2/18/2022 3:09,<@917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4019,Eviee,https://cdn.discordapp.com/avatars/781301849609207839/590663b4cb200ea9bf92adb129d70a9a.png,No,2/26/2022 8:57,<@917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#0484,༺Sᴋ᭄zєяσ⦖,https://cdn.discordapp.com/avatars/929402783742976011/de08a4d2558cada944efe8cca5da72d6.png,No,3/5/2022 20:22,<@917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6459,!Chris Rock!,https://cdn.discordapp.com/avatars/406715804206235651/a_5d4b71fe12a7caff8ccaf967458e9257.gif,No,3/5/2022 19:50,!rank,,,kai Havan,N,N,N,N,N,N,Y,0
#9048,Quandale Dingle,https://cdn.discordapp.com/avatars/457185299668402178/4e61a8de7a646a9b4cc765909d61f926.png,No,3/5/2022 18:01,<@917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7602,Esmeray 🎑,https://cdn.discordapp.com/avatars/820380782140850186/753c9f45771065be4aef8dcb084587ca.png,No,2/24/2022 8:11,a Deep Lake in Croatia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1586,cosmax3,https://cdn.discordapp.com/avatars/599417794227863562/a8ff5105fc07a437f359ef934aca06c3.png,No,2/12/2022 18:17,breh,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#0912,Mixxber,https://cdn.discordapp.com/avatars/758312315312930838/b9d5f1a42963a3af5cebe221d8f6a9f2.png,No,2/26/2022 20:39,<@!917388097187086386> inspire,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7813,AtomicalVoid,https://cdn.discordapp.com/avatars/541005442382299358/743132642c09f0921e430819d1253946.png,No,3/4/2022 19:03,"Hey, can I get removed from JoyBot?",JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7549,ira,https://cdn.discordapp.com/avatars/816620874990878790/a_d3c2af6da42fc475b5027bcbf4fb7116.gif,No,3/2/2022 7:00,<@!917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4444,bria ❦,https://cdn.discordapp.com/avatars/927492455857795082/e86c883680dcf2f354e2009d735bd7c4.png,No,3/1/2022 21:16,<@!917388097187086386> gratitude,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8893,Lɪʟʏ,https://cdn.discordapp.com/avatars/853209889290977290/02da62aa69d8e22ff4d82c691130abd1.png,No,2/12/2022 18:24,<@917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2162,Lenishere,https://cdn.discordapp.com/avatars/752878144276529192/760e523d050d06f68e9143b53a0f6fd3.png,No,2/27/2022 6:12,<@917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2008,Duster,https://cdn.discordapp.com/avatars/942306679654080562/df3b299d0e93e795aa9f757df79974a8.png,No,2/12/2022 23:41,<@917388097187086386> weird question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1246,luke?!?!,https://cdn.discordapp.com/avatars/918939978501849158/63fb0ee51d08877d0442dcc0ea3f7f3b.png,No,3/5/2022 0:01,<@!917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#0526,Bootylicious,https://cdn.discordapp.com/avatars/587058061789757461/a_e84f714e1733747121ea933dca1af4da.gif,No,2/9/2022 5:15,<@!917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1397,asuka kuki,https://cdn.discordapp.com/avatars/745210286167949373/93171f4a381faa5c1cc21e22622427d8.png,No,2/28/2022 23:16,<@!917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1200,Lune,https://cdn.discordapp.com/avatars/853475499002036224/e868f2fdd75ea1011a8a41a7716fc9e3.png,No,3/4/2022 16:36,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1565,Namikaze Minato,https://cdn.discordapp.com/avatars/857383171879731210/51e6d6e6122c84bf9b59c4b4fb45c1d8.png,No,3/4/2022 15:33,<@917388097187086386> question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3060,tomorrow,https://cdn.discordapp.com/avatars/313732537707003906/9b1cc5e93da73a8de70f7c76cd8befbf.png,No,3/4/2022 13:05,<@!917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4707,so i,https://cdn.discordapp.com/avatars/938302399343390760/dedb57a398b6f2f12cae19d27ae26457.png,No,3/4/2022 3:35,This,,,kai Havan,N,N,N,N,N,N,Y,0
#2220,Stoopid-Mira,https://cdn.discordapp.com/avatars/822464646124404786/fd49359f69f39d4503c5b12c5077f678.png,No,3/1/2022 6:00,<@!917388097187086386> fun fact,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9823,• ItzLemonnntgeflower •,https://cdn.discordapp.com/avatars/883742715764957275/e1224dfe0029291cfe035f3107c3f8c9.png,No,3/3/2022 22:47,<@917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7591,Zéphyrine,https://cdn.discordapp.com/avatars/712428815447621703/f70cb1a2a634261f6e7223da144ef78d.png,No,2/22/2022 22:05,<@917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4695,deyyy,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,3/3/2022 16:58,<@917388097187086386> Fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4343,Monkey D. Luffy,https://cdn.discordapp.com/avatars/525881560596086785/669550cbba9994d30a20de55bb150a5b.png,No,2/13/2022 20:11,<@!917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5833,vixx,https://cdn.discordapp.com/avatars/770708582487818270/0b5bbf244a4507c358513da85f8fd021.png,No,3/3/2022 12:45,<@!917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6291,㋡🄲🅁🄸🅂B̸,https://cdn.discordapp.com/avatars/753420088786550845/23c78af24e22fbb6354c92e4c3baf969.png,No,3/3/2022 12:14,<@!917388097187086386> Gratitude,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4979,DianaCon,https://cdn.discordapp.com/avatars/879252681905012736/18d122f10e56f973163616ff634e48c2.png,No,3/3/2022 10:40,@JoyBot hack,,,kai Havan,N,N,N,N,N,N,Y,0
#1669,‘zahraa,https://cdn.discordapp.com/avatars/943543893952184371/fd4375bebda519c3cbe081006c67610d.png,No,2/19/2022 21:16,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5614,Deepu,https://cdn.discordapp.com/avatars/291270331128348672/adaddf48bf4d58e175923f58a821bb58.png,No,3/3/2022 4:55,<@!917388097187086386> hack,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9616,GHOST!!!!,https://cdn.discordapp.com/avatars/794015666440503306/47f353a1278df2d278470ef863fca0d7.png,No,2/9/2022 19:06,no,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3101,Nanno,https://cdn.discordapp.com/avatars/904507685205069864/8aa2ff6a0037f59679e31b419022b30d.png,No,3/2/2022 15:35,<@!917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6142,xiaochen,https://cdn.discordapp.com/avatars/947658686703218718/1a15b9c80d60d22d5ae837637c046a2d.png,No,3/2/2022 15:28,Triva,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5883,shalashaska,https://cdn.discordapp.com/avatars/670798670219968529/770345d21f2489fbf5285c32f1955099.png,No,3/2/2022 15:24,<@!917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9091,welcome,https://cdn.discordapp.com/avatars/946863442764124171/5380c2fc4a497c6f5dfed3253bf5f994.png,No,3/1/2022 8:17,#NAME?,,,kai Havan,N,N,N,N,N,N,Y,0
#6808,Annie<3,https://cdn.discordapp.com/avatars/825439608098783234/45b295a667a2e43d0e21786a92cedab8.png,No,3/2/2022 11:16,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9853,𝓛𝓾𝓼𝓽,https://cdn.discordapp.com/avatars/891840119689076746/e553bcddd01e051b54454759eb38680b.png,No,3/2/2022 11:15,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4440,`endermite`,https://cdn.discordapp.com/avatars/728727495246872664/f0604fe21f054f0ff345a3ea543f4547.png,No,3/2/2022 5:12,<@917388097187086386> Trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#0083,janeeee,https://cdn.discordapp.com/avatars/710528483276750858/8cda7b8ee8fbbd1325f815bfbaa331f3.png,No,2/9/2022 21:16,<@!917388097187086386> dream,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#0850,Maruchan,https://cdn.discordapp.com/avatars/877737660964274236/6963c3a3d651b39a83c464c7de22708f.png,No,3/1/2022 17:03,ur from ny?,TheGirlofManyFloods#1212,,kai Havan,N,N,N,N,N,N,Y,0
#9020,🖤🕊misa🕊🖤,https://cdn.discordapp.com/avatars/854119807670550548/2b4a69ed073b1dda7b8936bb12e878fe.png,No,2/25/2022 15:24,hey guyss,OKKi#6174,,kai Havan,N,N,N,N,N,N,Y,0
#7760,kittenmaster,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,3/1/2022 14:39,Hello,,,kai Havan,N,N,N,N,N,N,Y,0
#3192,kai_ziv,https://cdn.discordapp.com/avatars/859735672179785738/f7407b2b59d75a5eac1d5aed23cb8f9c.png,No,2/9/2022 6:53,<@!917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1169,Ana.evy,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,3/1/2022 8:55,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3605,Jinxed,https://cdn.discordapp.com/avatars/840654886172885014/0fd009186e7422de29a57cfb364224ac.png,No,3/1/2022 6:25,<@!917388097187086386> trivia question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2378,AaronJVA10,https://cdn.discordapp.com/avatars/761308058541490216/d6f3f67254df41bcd05d403f3edfbce7.png,No,3/1/2022 6:14,Please,,,kai Havan,N,N,N,N,N,N,Y,0
#1689,Kyla,https://cdn.discordapp.com/avatars/748116522613866565/a_f819d9a4b55b2c554af7cd631dcad557.gif,No,3/1/2022 6:05,Done!,,,kai Havan,N,N,N,N,N,N,Y,0
#2056,BakaBoi1805,https://cdn.discordapp.com/avatars/708325061555257344/6c861cea1506a8dbd1256238ef54c7bf.png,No,2/12/2022 20:48,<@!917388097187086386> hack,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3337,ijet7,https://cdn.discordapp.com/avatars/480594906813825024/2419bd32789aea62b75835b2f5613538.png,No,2/12/2022 23:31,<@917388097187086386>,JoyBot#1231,https://cdn.discordapp.com/attachments/940923272705482802/943656048701608006/Screenshot_20220216-185201_Discord.jpg,kai Havan,N,N,N,N,N,N,Y,0
#1628,bubelle,https://cdn.discordapp.com/avatars/667576852075773954/8f95505530f624b7871cd98d8db1ce54.png,No,2/28/2022 23:40,<@!917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#0946,Eunwoo's wifu,https://cdn.discordapp.com/avatars/897797373298896956/c1f3a820438948f371440dc99302ac65.png,No,2/28/2022 23:25,<@917388097187086386> inspire,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2537,Flax,https://cdn.discordapp.com/avatars/707383894789324831/7b1027606259c0c0cbc868c51eecca6a.png,No,2/27/2022 17:48,hm,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4910,toxins,https://cdn.discordapp.com/avatars/874412338424467488/41325a9d60ca3a5b1d42caab3ad89752.png,No,2/15/2022 5:57,<@917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8140,PartyDudeAJ,https://cdn.discordapp.com/avatars/628711190218014760/bed47bfafc5829e5ae178ceef59900c5.png,No,2/26/2022 19:43,Joybot?,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4918,! Jen_,https://cdn.discordapp.com/avatars/720288010020716635/a_12946e5128502cb042b5d5f4bbffb10b.gif,No,2/13/2022 8:38,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8693,chris!,https://cdn.discordapp.com/avatars/923698361389944913/74cfb4c5446571deb5983db600772e5e.png,No,2/25/2022 17:00,<@!917388097187086386>,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2067,Void_Innit,https://cdn.discordapp.com/avatars/714411552324714516/bae5bec6a2fcf7b78b7146c2436b225e.png,No,2/26/2022 14:00,Shir,chris!#8693,,kai Havan,N,N,N,N,N,N,Y,0
#9261,Acelmfao,https://cdn.discordapp.com/avatars/766469460231585793/a_2ce5c307e809cc821878c263285b2954.gif,No,2/11/2022 17:37,hello,JoyBot#1231,https://cdn.discordapp.com/attachments/940923272705482802/942249279588823100/162bdfc8516c3bd005ffef7b62f25fc5.jpg,kai Havan,N,N,N,N,N,N,Y,0
#5115,Nic8Rox Velvet,https://cdn.discordapp.com/avatars/553697735778369547/26a920f820902217b69f8917f30d8f69.png,No,2/28/2022 6:56,<@!917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5416,Noodles <3,https://cdn.discordapp.com/avatars/746951393818181682/a816dfeceb4948227657c4339c21bf50.png,No,2/28/2022 2:08,<@917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#0537,kuromi,https://cdn.discordapp.com/avatars/884453468042047488/ae017d25b54aec84b1a4be30d57e99d3.png,No,2/28/2022 0:14,hi,,,kai Havan,N,N,N,N,N,N,Y,0
#8785,mwaiq,https://cdn.discordapp.com/avatars/885792089508569129/bbbc40da500ab45491c41ea25c55ada7.png,No,2/27/2022 23:42,<@917388097187086386> hack,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6316,moony,https://cdn.discordapp.com/avatars/947504521934950451/2cf231cf6a80333de946859d0855267b.png,No,2/27/2022 20:00,The only person you can trust is yourself? but I don't have a discord crush,,,kai Havan,N,N,N,N,N,N,Y,0
#2780,Aquasp,https://cdn.discordapp.com/avatars/852742758409437284/1202cc00fbc9e3c5e14e0d19028953cb.png,No,2/27/2022 17:58,<@!917388097187086386> hack,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1283,Jaisiry Vazquez,https://cdn.discordapp.com/avatars/534852889231753227/64bca997785a8da73998ba8cf0e5bc0b.png,No,2/24/2022 11:20,Hey,,,kai Havan,N,N,N,N,N,N,Y,0
#9049,frackyoubx,https://cdn.discordapp.com/avatars/536977888008863744/95c95bc0f3b16d31e3bb42ced7428fc1.png,No,2/27/2022 17:47,awww,,,kai Havan,N,N,N,N,N,N,Y,0
#2501,itsJadeeee😁,https://cdn.discordapp.com/avatars/902572122281488464/21c8a79c4980e0f23865f4dc87ee5a6c.png,No,2/21/2022 6:37,Hello,,,kai Havan,N,N,N,N,N,N,Y,0
#0728,usernomae,https://cdn.discordapp.com/avatars/830885815542480946/64cf49feb34cfe7f401330e38893289c.png,No,2/27/2022 13:10,hi,,,kai Havan,N,N,N,N,N,N,Y,0
#8426,Naruto Uzumaki,https://cdn.discordapp.com/avatars/938731953455235125/ba8930098824ded30dfbf6db2b49832a.png,No,2/27/2022 10:56,<@753342929271128172>,DaSlyCat♡#2004,,kai Havan,N,N,N,N,N,N,Y,0
#2004,DaSlyCat♡,https://cdn.discordapp.com/avatars/753342929271128172/4b9bf5b727e6e1777a5e68f8b587276a.png,No,2/13/2022 3:24,dont spam,murty#4480,,kai Havan,N,N,N,N,N,N,Y,0
#3333,ch3ad,https://cdn.discordapp.com/avatars/708623797040971777/a_8a40ca41bbd445e7eb6b5d9e4072fd0d.gif,No,2/13/2022 3:07,how to use joyboy,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9892,! ✧ Raiden Ei,https://cdn.discordapp.com/avatars/847880925715234916/9a36423639e76732a42e6b3a706a4e18.png,No,2/23/2022 12:47,<@917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3744,cipherresonance,https://cdn.discordapp.com/avatars/907109538514231296/fea954a813c62143be8ded494de4d90a.png,No,2/27/2022 7:14,<@!917388097187086386> science,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9095,GeOrGe pIg,https://cdn.discordapp.com/avatars/915577927947661332/d6e68774348da53d0cfcd35bb7d11490.png,No,2/12/2022 18:18,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2389,⃝⃝⃝⃝,https://cdn.discordapp.com/avatars/868643962741743678/b89331713b8e4892b4cf468a90e7e388.png,No,2/9/2022 7:32,<@917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5185,Blxshful,https://cdn.discordapp.com/avatars/869435358717304842/62ac053a08ef45dd24c530fde1de1536.png,No,2/20/2022 19:46,<@917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6782,Hello_World87243,https://cdn.discordapp.com/avatars/921260051325390878/b8b905b7f34c025366f3eec52385235b.png,No,2/24/2022 22:56,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1024,loved,https://cdn.discordapp.com/avatars/882368056096096286/9318fa48807f3971ca92dab078a9208c.png,No,2/26/2022 23:49,?,,,kai Havan,N,N,N,N,N,N,Y,0
#7386,malek,https://cdn.discordapp.com/avatars/703634551137763330/2dfc599724ce0e435a4bf798c937805d.png,No,2/26/2022 19:21,20 years,,,kai Havan,N,N,N,N,N,N,Y,0
#8838,juliaaa,https://cdn.discordapp.com/avatars/645777706784391181/d8d2071ccaec7e64efe4caf4bc0af439.png,No,2/26/2022 16:53,<@!917388097187086386> dream,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6014,bat,https://cdn.discordapp.com/avatars/666409372162981888/fa387f0b7d6b60654a1dd3076e312e87.png,No,2/26/2022 16:48,<@!917388097187086386> dream,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8560,yougaepswife,https://cdn.discordapp.com/avatars/896361801653039114/512af2276181a15b3b13f4478bdd4f91.png,No,2/26/2022 13:01,HELO,,,kai Havan,N,N,N,N,N,N,Y,0
#3901,Jellybean,https://cdn.discordapp.com/avatars/809992920110596156/9e83ec16995a2711d9d5e709981bdbf1.png,No,2/16/2022 18:19,<@!917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9243,nate,https://cdn.discordapp.com/avatars/636410222377697300/0481656da0fb587de15cb4e7546612fa.png,No,2/26/2022 6:47,<@!917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5760,TryToMakeMeLaugh,https://cdn.discordapp.com/avatars/415634705258643466/cd8287a0abbe8945fb74a355581db50f.png,No,2/26/2022 1:20,Ayooo,,,kai Havan,N,N,N,N,N,N,Y,0
#6629,Yur mom,https://cdn.discordapp.com/avatars/772020238463270943/7951fecc18cf91dbd9cf3d7c78c82581.png,No,2/25/2022 21:10,Sheesh,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9147,!-King-!,https://cdn.discordapp.com/avatars/742911159874617435/3675f2254ba79271db93f13d208c188d.png,No,2/25/2022 20:05,!rank,,,kai Havan,N,N,N,N,N,N,Y,0
#8524,XxMushroomXx,https://cdn.discordapp.com/avatars/767106629803966485/ee7d728a17d3dfba122eaecf4a423ac8.png,No,2/25/2022 19:41,<@917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6444,jxylu<3,https://cdn.discordapp.com/avatars/934166802026614854/fb89433a6bd887f13f7f4c45bc9271f3.png,No,2/25/2022 18:58,,,,kai Havan,N,N,N,N,N,N,Y,0
#4110,mira_echo,https://cdn.discordapp.com/avatars/751881988851368036/71cf9bd34ea12b587929dfe26a2bafc5.png,No,2/25/2022 18:55,hello,,,kai Havan,N,N,N,N,N,N,Y,0
#1210,GummyFrogs,https://cdn.discordapp.com/avatars/807769978206945360/d110f0eeecacf7407b8cd1e93cf52b23.png,No,2/25/2022 10:38,Hi?,boo did I scare you#0806,,kai Havan,N,N,N,N,N,N,Y,0
#2643,$Teen...$~,https://cdn.discordapp.com/avatars/914675939529613372/3b93578e3956068aa08170a548a291e6.png,No,2/25/2022 18:51,Damml,,,kai Havan,N,N,N,N,N,N,Y,0
#2880,Mr.coffe_catto,https://cdn.discordapp.com/avatars/861847069902897152/316413de47364f8faa72723e0377ab35.png,No,2/12/2022 21:34,7 pings :],,,kai Havan,N,N,N,N,N,N,Y,0
#1507,The-AAAAAHS,https://cdn.discordapp.com/avatars/751210689711833251/efb630715fee7433a3a75ad17f95378e.png,No,2/18/2022 7:45,<@!917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6174,OKKi,https://cdn.discordapp.com/avatars/753686358668738748/67778ec05513168b2d9826a7d2ab750e.png,No,2/25/2022 15:28,hullo all,,,kai Havan,N,N,N,N,N,N,Y,0
#8021,shrimp fried rice,https://cdn.discordapp.com/avatars/821252925208395776/6c066c934bdb60f1ada8430fc6b34c04.png,No,2/25/2022 14:09,Agreed,,,kai Havan,N,N,N,N,N,N,Y,0
#1800,✨𝑉𝑎𝑙𝑘𝑟𝑦𝑖𝑎✨,https://cdn.discordapp.com/avatars/725358178690138144/26d195c08586ec4b2ff3fd4063edc631.png,No,2/25/2022 11:13,Brooo,,,kai Havan,N,N,N,N,N,N,Y,0
#5626,ylime,https://cdn.discordapp.com/avatars/943241930014343198/77875e3b11f8729ff0c17177af9251bd.png,No,2/24/2022 13:04,Def dance,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8010,시리♡,https://cdn.discordapp.com/avatars/772147510923362376/bf1195c9b02c587526424f5b7396aabd.png,No,2/25/2022 4:53,oh really? i eat it all the time. you could always just visit an asian grocery store to find ramen best,Hello_World87243#6782,,kai Havan,N,N,N,N,N,N,Y,0
#5388,OhEye,https://cdn.discordapp.com/avatars/835282793205334086/5dcb5e083202507461301488babd9f48.png,No,2/12/2022 20:25,<@917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3951,Imagine,https://cdn.discordapp.com/avatars/875361035878543361/6f0fac80b6b5d12b58e94945b29f347d.png,No,2/14/2022 19:57,everydwy,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8558,Prophecy.,https://cdn.discordapp.com/avatars/821903439092121600/0066cf1500eba635b41b3cdf06fb55c5.png,No,2/11/2022 4:55,N o.,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7750,Penny,https://cdn.discordapp.com/avatars/924828566150078504/6700b694ece4ed7dca808453cd5b877c.png,No,2/25/2022 0:19,lol i know the badest,,,kai Havan,N,N,N,N,N,N,Y,0
#7246,Starlight,https://cdn.discordapp.com/avatars/787270837811281921/55bed655b3350d555c0f0ee541f85f0f.png,No,2/24/2022 23:42,<@917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3267,tu novia,https://cdn.discordapp.com/avatars/899526690252918814/852ae8c96ffd1065761211c6886f635a.png,No,2/24/2022 22:50,Uhm,,,kai Havan,N,N,N,N,N,N,Y,0
#5091,cie,https://cdn.discordapp.com/avatars/907191615880298527/3513b63203456c3c6761d26bb847e336.png,No,2/24/2022 20:26,<@917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1621,noway,https://cdn.discordapp.com/avatars/824576709353144320/46a0ba3e9c83b4d351ac6312e328ade8.png,No,2/21/2022 6:51,any username ideas?,,,kai Havan,N,N,N,N,N,N,Y,0
#4850,jass.gonzales,https://cdn.discordapp.com/avatars/846182058371055617/70e6c6e361a6d032949383fef26a492e.png,No,2/24/2022 13:08,Tricking other animals,,,kai Havan,N,N,N,N,N,N,Y,0
#7850,gracie,https://cdn.discordapp.com/avatars/894758430991069184/b8ba86e238f08c470e937e55428c2b01.png,No,2/24/2022 11:38,Hi 👋🏻,,,kai Havan,N,N,N,N,N,N,Y,0
#6962,StaySolidRocky,https://cdn.discordapp.com/avatars/914130959006322718/bc65200bd044b012a68d921afb1c5466.png,No,2/24/2022 10:33,👍,,,kai Havan,N,N,N,N,N,N,Y,0
#8390,zainnnn,https://cdn.discordapp.com/avatars/899376358986252378/626c84794ac0f05377e98797da88a6b6.png,No,2/24/2022 10:12,Does any body wanna rock till the sun goes down?,,,kai Havan,N,N,N,N,N,N,Y,0
#2228,Katch,https://cdn.discordapp.com/avatars/767750818682110004/a_247ea1271b468fd24278b59d18c64c00.gif,No,2/23/2022 22:54,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9149,jom,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,2/23/2022 22:44,<@!917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4558,˖ ࣪ ‹ ( smolrosie) 𖥔 ࣪,https://cdn.discordapp.com/avatars/893384871244873748/115c15e34d47120e7a2542cccfead435.png,No,2/23/2022 22:44,<@!917388097187086386>,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8307,oli,https://cdn.discordapp.com/avatars/897958978338824262/37fa8adab9ac1b2bd26efc5969e02fe2.png,No,2/18/2022 22:20,<@!917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2970,weci,https://cdn.discordapp.com/avatars/681699319971446891/c85d167079232e222df28470784a9ae0.png,No,2/23/2022 17:30,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5870,hotpizzasrolls,https://cdn.discordapp.com/avatars/900924357822513153/e0b9a26a3045238e13dd03b90bf535ab.png,No,2/23/2022 15:10,yoo hi,,,kai Havan,N,N,N,N,N,N,Y,0
#4014,kaylee,https://cdn.discordapp.com/avatars/914338449958526986/4255902d31030215d2e6600cf8acb7b9.png,No,2/23/2022 11:32,hii,,,kai Havan,N,N,N,N,N,N,Y,0
#9172,senpai toxic,https://cdn.discordapp.com/avatars/715629569188823053/57d4887eed6534a2e0d0f35165741515.png,No,2/22/2022 19:08,<@!917388097187086386> deep reflection,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7717,nmb,https://cdn.discordapp.com/avatars/341002821153587211/6ce32910f39a94df355177d7b9befec2.png,No,2/22/2022 18:51,hello,,,kai Havan,N,N,N,N,N,N,Y,0
